58100400452222000000000000;1;95600000010000000000000001
58100400452222000000000000;2;68600000010000000000000002
58100400452222000000000000;3;41600000010000000000000003
58100400452222000000000000;4;14600000010000000000000004
58100400452222000000000000;5;84600000010000000000000005
58100400452222000000000000;6;57600000010000000000000006
58100400452222000000000000;7;30600000010000000000000007
58100400452222000000000000;8;03600000010000000000000008
58100400452222000000000000;9;73600000010000000000000009
58100400452222000000000000;10;46600000010000000000000010
58100400452222000000000000;11;95600000010000000000000001
58100400452222000000000000;12;68600000010000000000000002
58100400452222000000000000;13;41600000010000000000000003
58100400452222000000000000;14;14600000010000000000000004
58100400452222000000000000;15;84600000010000000000000005
58100400452222000000000000;16;57600000010000000000000006
58100400452222000000000000;17;30600000010000000000000007
58100400452222000000000000;18;03600000010000000000000008
58100400452222000000000000;19;73600000010000000000000009
58100400452222000000000000;20;46600000010000000000000010
58100400452222000000000000;21;95600000010000000000000001
58100400452222000000000000;22;68600000010000000000000002
58100400452222000000000000;23;41600000010000000000000003
58100400452222000000000000;24;14600000010000000000000004
58100400452222000000000000;25;84600000010000000000000005
58100400452222000000000000;26;57600000010000000000000006
58100400452222000000000000;27;30600000010000000000000007
58100400452222000000000000;28;03600000010000000000000008
58100400452222000000000000;29;73600000010000000000000009
58100400452222000000000000;30;46600000010000000000000010
58100400452222000000000000;31;95600000010000000000000001
58100400452222000000000000;32;68600000010000000000000002
58100400452222000000000000;33;41600000010000000000000003
58100400452222000000000000;34;14600000010000000000000004
58100400452222000000000000;35;84600000010000000000000005
58100400452222000000000000;36;57600000010000000000000006
58100400452222000000000000;37;30600000010000000000000007
58100400452222000000000000;38;03600000010000000000000008
58100400452222000000000000;39;73600000010000000000000009
58100400452222000000000000;40;46600000010000000000000010
58100400452222000000000000;41;95600000010000000000000001
58100400452222000000000000;42;68600000010000000000000002
58100400452222000000000000;43;41600000010000000000000003
58100400452222000000000000;44;14600000010000000000000004
58100400452222000000000000;45;84600000010000000000000005
58100400452222000000000000;46;57600000010000000000000006
58100400452222000000000000;47;30600000010000000000000007
58100400452222000000000000;48;03600000010000000000000008
58100400452222000000000000;49;73600000010000000000000009
58100400452222000000000000;50;46600000010000000000000010
58100400452222000000000000;51;95600000010000000000000001
58100400452222000000000000;52;68600000010000000000000002
58100400452222000000000000;53;41600000010000000000000003
58100400452222000000000000;54;14600000010000000000000004
58100400452222000000000000;55;84600000010000000000000005
58100400452222000000000000;56;57600000010000000000000006
58100400452222000000000000;57;30600000010000000000000007
58100400452222000000000000;58;03600000010000000000000008
58100400452222000000000000;59;73600000010000000000000009
58100400452222000000000000;60;46600000010000000000000010
58100400452222000000000000;61;95600000010000000000000001
58100400452222000000000000;62;68600000010000000000000002
58100400452222000000000000;63;41600000010000000000000003
58100400452222000000000000;64;14600000010000000000000004
58100400452222000000000000;65;84600000010000000000000005
58100400452222000000000000;66;57600000010000000000000006
58100400452222000000000000;67;30600000010000000000000007
58100400452222000000000000;68;03600000010000000000000008
58100400452222000000000000;69;73600000010000000000000009
58100400452222000000000000;70;46600000010000000000000010
58100400452222000000000000;71;95600000010000000000000001
58100400452222000000000000;72;68600000010000000000000002
58100400452222000000000000;73;41600000010000000000000003
58100400452222000000000000;74;14600000010000000000000004
58100400452222000000000000;75;84600000010000000000000005
58100400452222000000000000;76;57600000010000000000000006
58100400452222000000000000;77;30600000010000000000000007
58100400452222000000000000;78;03600000010000000000000008
58100400452222000000000000;79;73600000010000000000000009
58100400452222000000000000;80;46600000010000000000000010
58100400452222000000000000;81;95600000010000000000000001
58100400452222000000000000;82;68600000010000000000000002
58100400452222000000000000;83;41600000010000000000000003
58100400452222000000000000;84;14600000010000000000000004
58100400452222000000000000;85;84600000010000000000000005
58100400452222000000000000;86;57600000010000000000000006
58100400452222000000000000;87;30600000010000000000000007
58100400452222000000000000;88;03600000010000000000000008
58100400452222000000000000;89;73600000010000000000000009
58100400452222000000000000;90;46600000010000000000000010
58100400452222000000000000;91;95600000010000000000000001
58100400452222000000000000;92;68600000010000000000000002
58100400452222000000000000;93;41600000010000000000000003
58100400452222000000000000;94;14600000010000000000000004
58100400452222000000000000;95;84600000010000000000000005
58100400452222000000000000;96;57600000010000000000000006
58100400452222000000000000;97;30600000010000000000000007
58100400452222000000000000;98;03600000010000000000000008
58100400452222000000000000;99;73600000010000000000000009
58100400452222000000000000;100;46600000010000000000000010
